,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_phase,retweet_count,favorite_count,jpg_url,dog_breed,confidence_level
10,667544320556335104,2015-11-20 03:25:43,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/667544320556335104/photo/1,10.0,10,Kial,None,568,917,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893
11,667455448082227200,2015-11-19 21:32:34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://twitter.com/dog_rates/status/667455448082227200/photo/1,7.0,10,Reese,None,66,203,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan_terrier,0.676376
12,667546741521195010,2015-11-20 03:35:20,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://twitter.com/dog_rates/status/667546741521195010/photo/1,9.0,10,George,None,138,355,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,Toy_poodle,0.787424
13,667773195014021121,2015-11-20 18:35:10,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,https://twitter.com/dog_rates/status/667773195014021121/photo/1,8.0,10,a,None,61,243,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West_highland_white_terrier,0.360465
14,667793409583771648,2015-11-20 19:55:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://twitter.com/dog_rates/status/667793409583771648/photo/1,8.0,10,None,None,358,736,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,Dalmatian,0.5350729999999999
15,667801013445750784,2015-11-20 20:25:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/667801013445750784/photo/1,12.0,10,None,None,101,346,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,Flat-coated_retriever,0.508392
16,667806454573760512,2015-11-20 20:47:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/667806454573760512/photo/1,10.0,10,Filup,None,535,1111,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155
17,667832474953625600,2015-11-20 22:30:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/667832474953625600/photo/1,12.0,10,None,None,68,303,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,Miniature_pinscher,0.2142
18,667861340749471744,2015-11-21 00:25:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,9.0,10,a,None,86,253,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,Malamute,0.967275
19,667878741721415682,2015-11-21 01:34:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2.0,10,Tedrick,None,127,409,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,Miniature_pinscher,0.106003
20,667885044254572545,2015-11-21 01:59:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10.0,10,Stu,None,530,868,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,Malamute,0.0885297
21,667886921285246976,2015-11-21 02:07:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11.0,10,Erik,None,1180,2011,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999
22,667902449697558528,2015-11-21 03:08:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,9.0,10,Cleopatricia,None,396,905,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881
23,667915453470232577,2015-11-21 04:00:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,10.0,10,Otis,None,59,222,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,Boxer,0.196655
24,667728196545200128,2015-11-20 15:36:22,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/667728196545200128/photo/1,11.0,10,Olive,None,162,398,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,Kuvasz,0.360159
25,667924896115245057,2015-11-21 04:37:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,9.0,10,Jiminy,None,119,318,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador_retriever,0.209051
26,667453023279554560,2015-11-19 21:22:56,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/667453023279554560/photo/1,11.0,10,Cupcake,None,96,327,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador_retriever,0.8256700000000001
27,667405339315146752,2015-11-19 18:13:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/667405339315146752/photo/1,7.0,10,Biden,None,234,489,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_bernard,0.381377
28,666776908487630848,2015-11-18 00:36:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5.0,10,Josep,None,186,368,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Miniature_pinscher,0.167175
29,666781792255496192,2015-11-18 00:55:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10.0,10,a,None,211,404,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316
30,666804364988780544,2015-11-18 02:25:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8.0,10,Jockson,None,95,250,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.32879200000000003
31,666817836334096384,2015-11-18 03:18:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9.0,10,Jeph,None,267,540,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Miniature_schnauzer,0.496953
32,666826780179869698,2015-11-18 03:54:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12.0,10,None,None,105,266,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383
33,666835007768551424,2015-11-18 04:27:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10.0,10,None,None,83,222,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459
34,666996132027977728,2015-11-18 15:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10.0,10,Carll,None,102,258,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899
35,667044094246576128,2015-11-18 18:17:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12.0,10,None,None,54,198,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,Golden_retriever,0.765266
36,667062181243039745,2015-11-18 19:29:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10.0,10,Keet,None,57,227,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_bay_retriever,0.825678
37,667073648344346624,2015-11-18 20:15:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10.0,10,Dave,None,134,425,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682
38,667090893657276420,2015-11-18 21:23:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7.0,10,Clybe,None,132,349,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514
39,667435689202614272,2015-11-19 20:14:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ermergerd 12/10 https://t.co/PQni2sjPsm,https://twitter.com/dog_rates/status/667435689202614272/photo/1,12.0,10,None,None,89,326,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091
40,667119796878725120,2015-11-18 23:18:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10.0,10,Gabe,None,135,346,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563
41,667152164079423490,2015-11-19 01:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12.0,10,Pipsy,None,18285,49720,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Toy_poodle,0.535411
42,667160273090932737,2015-11-19 01:59:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11.0,10,Bradlay,None,66,268,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Golden_retriever,0.471351
43,667165590075940865,2015-11-19 02:20:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10.0,10,Churlie,None,1241,2819,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Miniature_pinscher,0.140173
44,667171260800061440,2015-11-19 02:43:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10.0,10,Kenneth,None,97,235,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Giant_schnauzer,0.8412649999999999
45,667174963120574464,2015-11-19 02:58:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9.0,10,Clarence,None,88,262,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,Toy_poodle,0.266437
46,667177989038297088,2015-11-19 03:10:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8.0,10,a,None,58,200,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,Vizsla,0.25924899999999995
47,667182792070062081,2015-11-19 03:29:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10.0,10,Timison,None,6618,15075,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,Golden_retriever,0.949892
48,667192066997374976,2015-11-19 04:05:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12.0,10,None,None,115,414,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364
49,667200525029539841,2015-11-19 04:39:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11.0,10,Joshwa,None,282,658,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904
50,667211855547486208,2015-11-19 05:24:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9.0,10,Genevieve,None,258,516,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,Golden_retriever,0.462556
51,667393430834667520,2015-11-19 17:26:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8.0,10,Fwed,None,60,211,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,Papillon,0.557009
52,667138269671505920,2015-11-19 00:32:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10.0,10,None,None,2387,4851,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_highland_white_terrier,0.747713
53,666739327293083650,2015-11-17 22:06:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10.0,10,Lugan,None,71,244,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Miniature_poodle,0.546933
54,668113020489474048,2015-11-21 17:05:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://twitter.com/dog_rates/status/668113020489474048/photo/1,6.0,10,Alfie,None,265,709,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896
55,668190681446379520,2015-11-21 22:14:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,https://twitter.com/dog_rates/status/668190681446379520/photo/1,12.0,10,Skittles,None,210,696,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402
56,668171859951755264,2015-11-21 20:59:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,https://twitter.com/dog_rates/status/668171859951755264/photo/1,7.0,10,a,None,208,525,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834
57,668204964695683073,2015-11-21 23:10:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,https://twitter.com/dog_rates/status/668204964695683073/photo/1,8.0,10,Ron,None,206,586,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518
58,668221241640230912,2015-11-22 00:15:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,https://twitter.com/dog_rates/status/668221241640230912/photo/1,10.0,10,None,None,215,537,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,Chow,0.395101
59,668237644992782336,2015-11-22 01:20:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,https://twitter.com/dog_rates/status/668237644992782336/photo/1,10.0,10,Torque,None,3100,6614,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,Chow,0.8093199999999999
60,668248472370458624,2015-11-22 02:03:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,https://twitter.com/dog_rates/status/668248472370458624/photo/1,8.0,10,Bisquick,None,523,1056,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001
61,668256321989451776,2015-11-22 02:34:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,https://twitter.com/dog_rates/status/668256321989451776/photo/1,13.0,10,Jareld,None,667,1385,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294
62,668268907921326080,2015-11-22 03:24:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,https://twitter.com/dog_rates/status/668268907921326080/photo/1,10.0,10,None,None,261,592,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483
63,668274247790391296,2015-11-22 03:46:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,https://twitter.com/dog_rates/status/668274247790391296/photo/1,10.0,10,Sophie,None,248,886,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,Soft-coated_wheaten_terrier,0.406374
